Protein,phi_calib
YFR013W,5.65548E-05
YFR014C,5.2898E-05
YFR016C,5.23869E-05
YFR024C-A,0.000195575
YFR025C,1.09884E-05
YFR028C,5.78941E-05
YFR030W,8.89962E-05
YFR033C,5.61491E-05
YFR034C,2.80402E-05
YFR037C,0.000266434
YFR040W,4.25046E-05
YFR041C,2.01441E-05
YFR044C,0.001061468
YFR047C,0.000201194
YFR049W,4.44826E-06
YFR050C,0.000209359
YFR051C,0.000268946
YFR052W,0.000242508
YFR053C,0.000272715
YGL001C,0.000105426
YGL005C,6.74705E-05
YGL008C,0.001283395
YGL009C,0.000881727
YGL011C,0.000292733
YGL014W,0.000101457
YGL016W,3.26791E-05
YGL018C,2.61984E-05
YGL019W,0.000120781
YGL020C,2.85677E-05
YGL022W,0.000131364
YGL023C,1.09615E-05
YGL025C,2.23038E-05
YGL026C,0.000886827
YGL027C,0.000134651
YGL028C,0.000118211
YGL030W,0.005595956
YGL031C,0.000238192
YGL035C,6.2867E-05
YGL037C,0.000455567
YGL038C,1.47245E-05
YGL039W,8.1916E-05
YGL040C,0.000220964
YGL043W,0.000152247
YGL048C,0.000344682
YGL049C,0.000115004
YGL050W,6.0592E-05
YGL054C,0.000165093
YGL055W,0.000252225
YGL056C,0.000102048
YGL061C,3.90618E-05
YGL062W,0.000282731
YGL063W,2.33549E-05
YGL066W,0.000695664
YGL067W,9.70715E-05
YGL068W,0.000380996
YGL070C,0.000126178
YGL073W,1.95149E-05
YGL076C,0.002452259
YGL078C,0.000434743
YGL082W,5.08056E-05
YGL084C,8.01646E-05
YGL087C,0.000205272
YGL092W,7.39732E-05
YGL097W,0.000158308
YGL099W,0.00023418
YGL100W,0.00011476
YGL101W,6.87474E-05
YGL103W,0.003893387
YGL105W,0.001762277
YGL106W,0.000762079
YGL108C,0.000109141
YGL111W,0.000105942
YGL112C,0.00010299
YGL115W,0.000231434
YGL117W,4.35264E-05
YGL119W,2.40782E-05
YGL120C,0.000198893
YGL122C,0.0001123
YGL123W,0.003804929
YGL125W,0.000195158
YGL129C,0.000181571
YGL130W,8.54355E-05
YGL137W,0.000376794
YGL141W,3.95147E-05
YGL145W,0.000110643
YGL147C,0.001402284
YGL148W,0.000612963
YGL150C,7.69845E-05
YGL153W,7.77237E-05
YGL157W,0.00020203
YGL164C,0.001181122
YGL167C,0.00010793
YGL171W,0.000132158
YGL173C,0.00027475
YGL174W,3.28281E-05
YGL181W,2.60628E-05
YGL184C,5.55929E-05
YGL185C,1.99943E-05
YGL187C,0.000157897
YGL189C,6.68571E-05
YGL190C,7.1255E-05
YGL191W,4.88652E-05
YGL195W,0.000457271
YGL196W,7.99522E-06
YGL198W,3.58243E-05
YGL200C,0.000237039
YGL201C,9.0796E-05
YGL202W,0.001783131
YGL206C,0.00051189
YGL207W,0.000267344
YGL210W,6.52687E-05
YGL213C,0.00012063
YGL220W,0.000184687
YGL221C,0.00019308
YGL226C-A,0
YGL228W,0.000154538
YGL231C,0.000212317
YGL232W,0.000116597
YGL234W,0.001031181
YGL238W,9.58477E-05
YGL242C,0.000199878
YGL244W,0.000178743
YGL245W,0.001759419
YGL246C,0.000133665
YGL248W,4.35759E-05
YGL252C,0.000128943
YGL253W,0.005361539
YGL255W,3.31966E-05
YGR001C,0.000220661
YGR005C,7.06996E-05
YGR008C,2.2509E-05
YGR009C,5.42518E-05
YGR012W,4.88882E-05
YGR017W,8.20835E-05
YGR019W,0.000136996
YGR020C,0.000611864
YGR028W,1.50728E-05
YGR029W,0.000104019
YGR031W,2.68447E-05
YGR034W,0.001741878
YGR037C,0.001195599
YGR043C,2.64471E-05
YGR048W,0.000285868
YGR054W,0.000190663
YGR055W,4.12069E-05
YGR061C,0.00074379
YGR063C,7.39288E-05
